352,3,3,9,31,0,51,3,8,3,0,1,6,0,0,10,0,0,0,0,
0,446,10,11,1,2,106,0,0,0,0,4,0,0,0,0,0,0,1,0,
0,2,483,10,0,0,73,0,0,0,0,4,0,0,0,0,0,0,0,0,
0,0,1,502,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,1,506,0,65,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,15,12,6,10,443,106,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,10,6,0,552,9,1,0,0,1,2,0,1,0,0,0,0,0,
0,0,1,2,4,1,113,466,1,0,0,0,2,0,0,0,1,0,1,0,
0,0,0,0,1,0,62,0,531,0,0,1,0,0,0,0,0,0,1,0,
0,0,0,0,1,0,87,0,0,506,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,2,0,71,0,0,3,520,0,0,0,0,0,0,0,2,0,
0,3,5,10,25,3,60,2,3,1,0,464,17,0,0,0,0,1,0,0,
0,1,1,11,3,0,96,1,0,0,0,1,477,0,0,0,0,0,0,0,
0,7,0,5,23,1,81,0,0,0,0,1,14,462,0,0,0,0,0,0,
1,12,1,4,20,0,106,0,0,2,0,0,8,0,439,0,0,0,0,0,
0,1,1,4,15,0,79,0,2,7,0,0,3,0,0,487,0,0,0,0,
0,1,0,5,13,0,72,7,12,9,0,0,11,0,0,0,415,0,0,0,
0,2,2,1,31,1,85,8,12,16,1,1,6,0,0,5,0,393,0,0,
0,1,1,4,18,0,61,16,23,27,0,1,11,2,1,6,7,0,285,0,
24,4,1,9,25,0,69,11,21,8,0,0,7,2,1,75,13,1,1,104,
