139,4,1,5,18,0,39,5,15,10,0,1,6,7,3,57,1,4,2,1,
0,203,12,19,15,13,99,3,0,0,0,12,5,1,4,2,0,1,0,0,
0,10,221,58,14,9,54,1,1,1,0,11,2,0,2,5,0,0,1,1,
0,1,12,279,16,2,59,1,0,0,0,4,18,0,0,0,0,0,0,0,
0,1,4,22,269,0,72,2,0,0,0,3,7,0,3,0,0,0,0,0,
0,45,34,16,12,206,68,1,0,0,0,5,2,1,0,0,0,0,0,0,
0,1,1,13,1,1,349,8,0,0,0,1,5,0,0,0,2,0,0,0,
0,2,1,4,10,0,77,279,7,0,0,0,13,0,1,0,1,0,0,0,
0,1,0,0,4,0,35,11,341,1,0,1,0,0,0,0,1,1,1,0,
1,1,0,0,1,0,54,0,0,330,0,0,1,0,0,6,1,0,2,0,
0,1,0,1,2,0,51,0,2,27,308,1,2,0,0,4,0,0,0,0,
0,15,3,14,34,1,59,1,3,1,1,244,14,0,1,1,2,0,1,0,
0,11,5,29,14,0,87,6,2,0,0,15,220,3,0,0,1,0,0,0,
0,6,1,7,34,0,96,4,15,1,0,0,22,189,1,11,1,1,4,0,
0,16,1,1,12,3,55,10,3,0,0,3,29,2,251,2,2,0,2,0,
1,5,0,6,19,0,51,0,2,7,0,0,4,0,0,301,1,0,1,0,
0,0,1,1,15,0,50,22,15,10,0,3,12,1,2,4,228,0,0,0,
1,2,1,1,20,0,46,5,15,16,0,2,3,1,0,23,5,233,2,0,
3,3,1,7,20,0,38,20,13,16,0,2,10,4,10,15,65,0,83,0,
28,3,2,9,18,0,37,5,9,9,0,1,3,4,3,89,21,2,1,7,
